Source,Target,size,Weight
Injury - Traumatic brain injury,Prevention,2,0.003795066
Injury (total) Accidents/Adverse Effects,Prevention,5,0.009487666
Intellectual and Developmental Disabilities (IDD),Prevention,7,0.013282732
Kidney Disease,Prevention,9,0.017077799
Lewy Body Dementia,Prevention,1,0.001897533
Liver Cancer,Prevention,2,0.003795066
Lung,Prevention,26,0.049335863
Lung Cancer,Prevention,5,0.009487666
Lupus,Prevention,1,0.001897533
Lyme Disease,Prevention,2,0.003795066
Malaria,Prevention,5,0.009487666
Malaria Vaccine,Prevention,1,0.001897533
Maternal Morbidity and Mortality,Prevention,2,0.003795066
Mental Health,Prevention,76,0.144212524
Mental Illness,Prevention,33,0.062618596
Mind and Body,Prevention,1,0.001897533
Multiple Sclerosis,Prevention,1,0.001897533
Nanotechnology,Prevention,2,0.003795066
Neonatal Respiratory Distress,Prevention,4,0.007590133
Neurodegenerative,Prevention,46,0.087286528
Nutrition,Prevention,18,0.034155598
Obesity,Prevention,9,0.017077799
Opioid Misuse and Addiction,Prevention,27,0.051233397
Opioids,Prevention,32,0.060721063
Osteoarthritis,Prevention,1,0.001897533
Ovarian Cancer,Prevention,1,0.001897533
Pain Research,Prevention,9,0.017077799
Pancreatic Cancer,Prevention,2,0.003795066
Patient Safety,Prevention,67,0.127134725
Pediatric AIDS,Prevention,1,0.001897533
Pediatric Cancer,Prevention,6,0.011385199
Pediatric Research Initiative,Prevention,5,0.009487666
Physical Activity,Prevention,11,0.020872865
Physical Injury - Accidents and Adverse Effects,Prevention,15,0.028462998
Pneumonia,Prevention,2,0.003795066
Pneumonia & Influenza,Prevention,4,0.007590133
Precision Medicine,Prevention,70,0.132827324
Prescription Drug Abuse,Prevention,9,0.017077799
Prostate Cancer,Prevention,4,0.007590133
Radiation Oncology,Prevention,2,0.003795066
Rehabilitation,Prevention,3,0.0056926
Rheumatoid Arthritis,Prevention,3,0.0056926
Rural Health,Prevention,8,0.015180266
Schizophrenia,Prevention,7,0.013282732
Screening And Brief Intervention For Substance Abuse,Prevention,1,0.001897533
Sepsis,Prevention,2,0.003795066
Serious Mental Illness,Prevention,12,0.022770398
Sexual and Gender Minorities (SGM/LGBT*),Prevention,4,0.007590133
Sexually Transmitted Infections,Prevention,2,0.003795066
Sleep Research,Prevention,3,0.0056926
Social Determinants of Health,Prevention,57,0.108159393
Stem Cell Research,Prevention,1,0.001897533
Stem Cell Research - Induced Pluripotent Stem Cell,Prevention,1,0.001897533
Stem Cell Research - Induced Pluripotent Stem Cell - Human,Prevention,1,0.001897533
Stomach Cancer,Prevention,1,0.001897533
Stroke,Prevention,3,0.0056926
Substance Abuse,Prevention,34,0.064516129
Substance Abuse Prevention,Prevention,5,0.009487666
Substance Misuse,Prevention,26,0.049335863
Suicide,Prevention,10,0.018975332
Suicide Prevention,Prevention,3,0.0056926
Telehealth,Prevention,1,0.001897533
Tobacco,Prevention,9,0.017077799
Tobacco Smoke and Health,Prevention,8,0.015180266
Traumatic Brain Injury (TBI),Prevention,1,0.001897533
Traumatic Head and Spine Injury,Prevention,1,0.001897533
Underage Drinking,Prevention,5,0.009487666
Urologic Diseases,Prevention,5,0.009487666
Vaccine Related,Prevention,14,0.026565465
Vaccine Related (AIDS),Prevention,3,0.0056926
Violence Research,Prevention,1,0.001897533
Youth Violence,Prevention,1,0.001897533
Lung Cancer,Prostate Cancer,1,0.047619048
Lung Cancer,Radiation Oncology,1,0.047619048
Acquired Cognitive Impairment,Rare Diseases,6,0.028301887
Acute Respiratory Distress Syndrome,Rare Diseases,10,0.047169811
Aging,Rare Diseases,8,0.025889968
ALS,Rare Diseases,7,0.033018868
Alzheimer's Disease,Rare Diseases,4,0.018867925
Alzheimer's Disease including Alzheimer's Disease Related Dementias (AD/ADRD),Rare Diseases,6,0.028301887
Alzheimer's Disease Related Dementias (ADRD),Rare Diseases,5,0.023584906
Antimicrobial Resistance,Rare Diseases,3,0.014150943
Anxiety Disorders,Rare Diseases,1,0.004716981
Arthritis,Rare Diseases,6,0.028301887
Assistive Technology,Rare Diseases,1,0.004716981
Atherosclerosis,Rare Diseases,1,0.004716981
Autoimmune Disease,Rare Diseases,7,0.033018868
Back Pain,Rare Diseases,1,0.004716981
Basic Behavioral and Social Science,Rare Diseases,7,0.033018868
Behavioral and Social Science,Rare Diseases,15,0.03006012
Biodefense,Rare Diseases,14,0.066037736
Biomedical Imaging,Rare Diseases,17,0.070539419
Biotechnology,Rare Diseases,69,0.113300493
Brain Cancer,Rare Diseases,15,0.070754717
Brain Disorders,Rare Diseases,28,0.061674009
Breast Cancer,Rare Diseases,7,0.033018868
Cancer,Rare Diseases,89,0.201357466
Cancer Genomics,Rare Diseases,52,0.236363636
Cardiovascular,Rare Diseases,15,0.070754717
Cervical Cancer,Rare Diseases,2,0.009433962
Childhood Leukemia,Rare Diseases,4,0.018867925
Chronic Pain,Rare Diseases,8,0.037735849
Climate-Related Exposures and Conditions,Rare Diseases,7,0.033018868
Clinical Trials and Supportive Activities,Rare Diseases,11,0.051886792
Colo-Rectal Cancer,Rare Diseases,5,0.023584906
Comparative Effectiveness Research,Rare Diseases,2,0.009433962
Complementary and Integrative Health,Rare Diseases,3,0.014150943
Conditions Affecting the Embryonic and Fetal Periods,Rare Diseases,3,0.014150943
Congenital Heart Disease,Rare Diseases,6,0.028301887
Congenital Structural Anomalies,Rare Diseases,15,0.070754717
Coronaviruses,Rare Diseases,8,0.037735849
Coronaviruses Disparities and At-Risk Populations,Rare Diseases,2,0.009433962
Cost Effectiveness Research,Rare Diseases,2,0.009433962
Cystic Fibrosis,Rare Diseases,3,0.014150943
Dementia,Rare Diseases,6,0.028301887
Dental/Oral and Craniofacial Disease,Rare Diseases,9,0.04245283
Diabetes,Rare Diseases,2,0.009433962
Dissemination and Implementation Research,Rare Diseases,1,0.004716981
Down Syndrome,Rare Diseases,1,0.004716981
Dystonia,Rare Diseases,1,0.004716981
Emerging Infectious Diseases,Rare Diseases,34,0.160377358
Eye Disease and Disorders of Vision,Rare Diseases,6,0.028301887
Frontotemporal Dementia (FTD),Rare Diseases,5,0.023584906
Genetic Testing,Rare Diseases,7,0.033018868
Health Disparities,Rare Diseases,17,0.048571429
Health Services,Rare Diseases,10,0.047169811
Heart Disease,Rare Diseases,12,0.056603774
Hematology,Rare Diseases,31,0.146226415
HIV/AIDS,Rare Diseases,5,0.023584906
HPV and/or Cervical Cancer Vaccines,Rare Diseases,1,0.004716981
Immunization,Rare Diseases,12,0.056603774
Immunotherapy,Rare Diseases,5,0.023584906
Infant Mortality,Rare Diseases,2,0.009433962
Influenza,Rare Diseases,1,0.004716981
Injury - Trauma - (Head and Spine),Rare Diseases,1,0.004716981
Injury - Traumatic brain injury,Rare Diseases,1,0.004716981
Injury (total) Accidents/Adverse Effects,Rare Diseases,1,0.004716981
Intellectual and Developmental Disabilities (IDD),Rare Diseases,1,0.004716981
Kidney Disease,Rare Diseases,1,0.004716981
Liver Cancer,Rare Diseases,6,0.028301887
Lung,Rare Diseases,26,0.122641509
Lung Cancer,Rare Diseases,4,0.018867925
Lupus,Rare Diseases,3,0.014150943
Lyme Disease,Rare Diseases,2,0.009433962
Lymphatic Research,Rare Diseases,1,0.004716981
Lymphoma,Rare Diseases,1,0.004716981
Machine Learning and Artificial Intelligence,Rare Diseases,83,0.083838384
Malaria,Rare Diseases,9,0.04245283
Malaria Vaccine,Rare Diseases,1,0.004716981
Mental Health,Rare Diseases,2,0.007434944
Muscular Dystrophy,Rare Diseases,3,0.014150943
Neonatal Respiratory Distress,Rare Diseases,7,0.033018868
Networking and Information Technology R&D (NITRD),Rare Diseases,135,0.063769485
Neurodegenerative,Rare Diseases,12,0.056603774
Neurofibromatosis,Rare Diseases,1,0.004716981
Neurosciences,Rare Diseases,23,0.038333333
Nutrition,Rare Diseases,1,0.004716981
Osteogenesis Imperfecta,Rare Diseases,1,0.004716981
Ovarian Cancer,Rare Diseases,3,0.014150943
Pain Research,Rare Diseases,8,0.037735849
Pancreatic Cancer,Rare Diseases,6,0.028301887
Patient Safety,Rare Diseases,19,0.081896552
Pediatric Cancer,Rare Diseases,10,0.047169811
Pediatric Research Initiative,Rare Diseases,1,0.004716981
Physical Activity,Rare Diseases,1,0.004716981
Pneumonia,Rare Diseases,2,0.009433962
Pneumonia & Influenza,Rare Diseases,3,0.014150943
Post-Traumatic Stress Disorder (PTSD),Rare Diseases,1,0.004716981
Precision Medicine,Rare Diseases,31,0.081578947
Prevention,Rare Diseases,35,0.066413662
Prostate Cancer,Rare Diseases,4,0.018867925
Psoriasis,Rare Diseases,1,0.004716981
Rehabilitation,Rare Diseases,3,0.014150943
Rheumatoid Arthritis,Rare Diseases,2,0.009433962
Sepsis,Rare Diseases,1,0.004716981
Sexually Transmitted Infections,Rare Diseases,2,0.009433962
Sickle Cell Disease,Rare Diseases,4,0.018867925
Social Determinants of Health,Rare Diseases,10,0.046082949
Stem Cell Research,Rare Diseases,3,0.014150943
Stem Cell Research - Induced Pluripotent Stem Cell,Rare Diseases,3,0.014150943
Stem Cell Research - Induced Pluripotent Stem Cell - Human,Rare Diseases,3,0.014150943
Stem Cell Research - Nonembryonic - Human,Rare Diseases,3,0.014150943
Stomach Cancer,Rare Diseases,1,0.004716981
Tuberculosis,Rare Diseases,1,0.004716981
Urologic Diseases,Rare Diseases,1,0.004716981
Vaccine Related,Rare Diseases,8,0.037735849
Vaccine Related (AIDS),Rare Diseases,2,0.009433962
Vector-Borne Diseases,Rare Diseases,8,0.037735849
West Nile Virus,Rare Diseases,1,0.004716981
Wound Healing and Care,Rare Diseases,2,0.009433962
Stem Cell Research,Regenerative Medicine,1,0.052631579
Stem Cell Research - Embryonic - Human,Regenerative Medicine,1,0.2
Stem Cell Research - Embryonic - Non-Human,Regenerative Medicine,1,0.25
Stem Cell Research - Induced Pluripotent Stem Cell,Regenerative Medicine,1,0.083333333
Stem Cell Research - Induced Pluripotent Stem Cell - Human,Regenerative Medicine,1,0.1
Stem Cell Research - Induced Pluripotent Stem Cell - Non-Human,Regenerative Medicine,1,0.25
Aphasia,Rehabilitation,2,0.064516129
Cerebral Palsy,Rehabilitation,5,0.161290323
Childhood Injury,Rehabilitation,1,0.032258065
Hearing Loss,Rehabilitation,2,0.064516129
Lung Cancer,Rehabilitation,2,0.064516129
Parkinson's Disease,Rehabilitation,1,0.032258065
Pediatric Research Initiative,Rehabilitation,1,0.032258065
Physical Rehabilitation,Rehabilitation,8,0.258064516
Lupus,Rheumatoid Arthritis,3,0.333333333
Muscular Dystrophy,Rheumatoid Arthritis,2,0.222222222
Psoriasis,Rheumatoid Arthritis,1,0.111111111
Stem Cell Research,Rheumatoid Arthritis,2,0.105263158
Stem Cell Research - Induced Pluripotent Stem Cell,Rheumatoid Arthritis,2,0.166666667
Stem Cell Research - Induced Pluripotent Stem Cell - Human,Rheumatoid Arthritis,2,0.2
Stem Cell Research - Nonembryonic - Human,Rheumatoid Arthritis,2,0.222222222
Wound Healing and Care,Rheumatoid Arthritis,2,0.222222222
Arthritis,Rural Health,2,0.052631579
Autoimmune Disease,Rural Health,2,0.05
Basic Behavioral and Social Science,Rural Health,5,0.026315789
Climate-Related Exposures and Conditions,Rural Health,4,0.105263158
Comparative Effectiveness Research,Rural Health,3,0.078947368
Conditions Affecting the Embryonic and Fetal Periods,Rural Health,2,0.052631579
Coronaviruses Therapeutics and Interventions,Rural Health,1,0.026315789
Dissemination and Implementation Research,Rural Health,2,0.052631579
Drug Abuse (NIDA only),Rural Health,5,0.037878788
Infertility,Rural Health,2,0.052631579
Lead Poisoning,Rural Health,2,0.052631579
Methamphetamine,Rural Health,3,0.078947368
Rheumatoid Arthritis,Rural Health,2,0.052631579
Substance Abuse,Rural Health,3,0.032967033
Tobacco,Rural Health,1,0.026315789
Tobacco Smoke and Health,Rural Health,1,0.026315789
Comparative Effectiveness Research,Schizophrenia,3,0.078947368
Major Depressive Disorder,Schizophrenia,3,0.130434783
Telehealth,Schizophrenia,1,0.043478261
Infant Mortality,Sepsis,2,0.125
Lupus,Sepsis,1,0.0625
Muscular Dystrophy,Sepsis,1,0.0625
Psoriasis,Sepsis,1,0.0625
Rheumatoid Arthritis,Sepsis,1,0.0625
Stem Cell Research,Sepsis,1,0.052631579
Stem Cell Research - Induced Pluripotent Stem Cell,Sepsis,1,0.0625
Stem Cell Research - Induced Pluripotent Stem Cell - Human,Sepsis,1,0.0625
Stem Cell Research - Nonembryonic - Human,Sepsis,1,0.0625
Wound Healing and Care,Sepsis,1,0.0625
Anxiety Disorders,Serious Mental Illness,1,0.020833333
Attention Deficit Disorder (ADD),Serious Mental Illness,1,0.020833333
Attention Deficit Hyperactivity Disorder (ADHD),Serious Mental Illness,2,0.041666667
Autism,Serious Mental Illness,1,0.020833333
Basic Behavioral and Social Science,Serious Mental Illness,21,0.110526316
Comparative Effectiveness Research,Serious Mental Illness,4,0.083333333
Dissemination and Implementation Research,Serious Mental Illness,1,0.020833333
Injury (total) Accidents/Adverse Effects,Serious Mental Illness,1,0.020833333
Intellectual and Developmental Disabilities (IDD),Serious Mental Illness,1,0.020833333
Major Depressive Disorder,Serious Mental Illness,4,0.083333333
Mind and Body,Serious Mental Illness,15,0.3125
Physical Injury - Accidents and Adverse Effects,Serious Mental Illness,2,0.041666667
Schizophrenia,Serious Mental Illness,5,0.104166667
Sleep Research,Serious Mental Illness,1,0.020833333
Suicide,Serious Mental Illness,5,0.104166667
Telehealth,Serious Mental Illness,2,0.041666667
Basic Behavioral and Social Science,Sexual and Gender Minorities (SGM/LGBT*),1,0.005263158
Drug Abuse (NIDA only),Sexual and Gender Minorities (SGM/LGBT*),2,0.015151515
Antimicrobial Resistance,Sexually Transmitted Infections,1,0.066666667
Basic Behavioral and Social Science,Sexually Transmitted Infections,1,0.005263158
Cardiovascular,Sexually Transmitted Infections,1,0.008547009
Cervical Cancer,Sexually Transmitted Infections,2,0.5
Heart Disease,Sexually Transmitted Infections,1,0.012987013
HPV and/or Cervical Cancer Vaccines,Sexually Transmitted Infections,1,0.25
Malaria,Sexually Transmitted Infections,1,0.111111111
Sexual and Gender Minorities (SGM/LGBT*),Sexually Transmitted Infections,1,0.25
Tuberculosis,Sexually Transmitted Infections,1,0.2
Urologic Diseases,Sexually Transmitted Infections,1,0.035714286
Antimicrobial Resistance,Sickle Cell Disease,1,0.066666667
Biodefense,Sickle Cell Disease,1,0.01369863
Biomedical Imaging,Sickle Cell Disease,1,0.004149378
Cancer,Sickle Cell Disease,1,0.002262443
Cardiovascular,Sickle Cell Disease,1,0.008547009
Cervical Cancer,Sickle Cell Disease,1,0.142857143
Complementary and Integrative Health,Sickle Cell Disease,3,0.428571429
Health Services,Sickle Cell Disease,1,0.004926108
Heart Disease,Sickle Cell Disease,1,0.012987013
Lung,Sickle Cell Disease,1,0.010869565
Malaria,Sickle Cell Disease,1,0.111111111
Patient Safety,Sickle Cell Disease,1,0.004310345
Sexually Transmitted Infections,Sickle Cell Disease,1,0.142857143
Tuberculosis,Sickle Cell Disease,1,0.142857143
"Alcoholism, Alcohol Use and Health",Sleep Research,1,0.037037037
Autoimmune Disease,Sleep Research,3,0.075
Back Pain,Sleep Research,2,0.095238095
Crohn's Disease,Sleep Research,1,0.047619048
Inflammatory Bowel Disease,Sleep Research,1,0.047619048
Injury - Trauma - (Head and Spine),Sleep Research,1,0.047619048
Injury - Traumatic brain injury,Sleep Research,1,0.047619048
Pediatric Research Initiative,Sleep Research,1,0.047619048
Physical Injury - Accidents and Adverse Effects,Sleep Research,2,0.046511628
Post-Traumatic Stress Disorder (PTSD),Sleep Research,2,0.095238095
Traumatic Brain Injury (TBI),Sleep Research,1,0.047619048
Traumatic Head and Spine Injury,Sleep Research,1,0.047619048
Underage Drinking,Sleep Research,1,0.047619048
"Alcoholism, Alcohol Use and Health",Social Determinants of Health,2,0.00921659
ALS,Social Determinants of Health,1,0.004608295
American Indian or Alaska Native,Social Determinants of Health,4,0.01843318
Anxiety Disorders,Social Determinants of Health,1,0.004608295
Arthritis,Social Determinants of Health,1,0.004608295
Assistive Technology,Social Determinants of Health,3,0.013824885
Asthma,Social Determinants of Health,2,0.00921659
Atherosclerosis,Social Determinants of Health,2,0.00921659
Attention Deficit Disorder (ADD),Social Determinants of Health,1,0.004608295
Attention Deficit Hyperactivity Disorder (ADHD),Social Determinants of Health,1,0.004608295
Autism,Social Determinants of Health,2,0.00921659
Autoimmune Disease,Social Determinants of Health,1,0.004608295
Back Pain,Social Determinants of Health,1,0.004608295
Basic Behavioral and Social Science,Social Determinants of Health,57,0.262672811
Biomedical Imaging,Social Determinants of Health,10,0.041493776
Bipolar Disorder,Social Determinants of Health,1,0.004608295
